Customer_id,Age,Gender,City,Tenure (months),Monthly spend,Total orders,App usage time,Days since last login,Cart abandon rate,Support tickets,Discount usage,Payment method,Churn,Customer status,Spending segment,Engagement segment,Activity status,Revenue per order,Order frequency,Customer risk level
246740,20,Female,Pune,56,7752,335,287,235,0.27,21,0.29,NetBanking,No,stayed,Medium,High,Churn Risk,1296,5.98,Medium Risk
246741,56,Female,Delhi,56,7948,34,166,240,0.91,4,0.49,Card,No,stayed,Medium,Medium,Churn Risk,13091,0.61,Medium Risk
246743,48,Male,Delhi,77,15242,64,246,136,0.4,28,0.07,UPI,Yes,churned,High,High,Churn Risk,18338,0.83,Medium Risk
246744,59,Female,Chennai,98,16964,219,243,350,0.2,26,0.9,NetBanking,No,stayed,High,High,Churn Risk,7591,2.23,Medium Risk
246745,66,Female,Hyderabad,69,13296,379,112,122,0.77,18,0.85,NetBanking,No,stayed,Medium,Medium,Churn Risk,2421,5.49,Medium Risk
246746,64,Female,Bangalore,114,595,375,173,49,0.67,7,0.8,Card,No,stayed,Low,Medium,Dormant,181,3.29,Medium Risk
246747,25,Female,Mumbai,31,18295,181,98,112,0.66,8,0.05,Card,Yes,churned,High,Medium,Churn Risk,3133,5.84,Medium Risk
246748,34,Male,Mumbai,25,528,340,156,288,0.21,15,0.74,COD,No,stayed,Low,Medium,Churn Risk,39,13.6,Medium Risk
246749,52,Female,Pune,53,17266,158,9,347,0.75,19,0.86,UPI,No,stayed,High,Low,Churn Risk,5792,2.98,High Risk
246750,53,Male,Pune,69,2047,154,20,342,0.63,6,0.35,NetBanking,Yes,churned,Low,Low,Churn Risk,917,2.23,High Risk
246751,44,Male,Delhi,67,16866,103,285,40,0.55,7,0.8,COD,No,stayed,High,High,Dormant,10971,1.54,Medium Risk
246752,57,Female,Kolkata,50,18987,168,91,283,0.71,22,0.35,NetBanking,Yes,churned,High,Medium,Churn Risk,5651,3.36,Medium Risk
246753,62,Female,Kolkata,71,14620,289,124,252,0.81,25,0.1,NetBanking,Yes,churned,Medium,Medium,Churn Risk,3592,4.07,Medium Risk
246754,50,Female,Pune,3,16854,103,94,221,0.19,9,0.39,NetBanking,Yes,churned,High,Medium,Churn Risk,491,34.33,Medium Risk
246755,67,Male,Chennai,57,4217,76,156,78,0.68,2,0.08,UPI,No,stayed,Low,Medium,Dormant,3163,1.33,Medium Risk
246757,38,Male,Kolkata,28,18309,312,37,243,0.13,1,0.14,UPI,No,stayed,High,Low,Churn Risk,1643,11.14,Medium Risk
246758,23,Female,Pune,4,18298,85,126,176,0.38,2,0.51,UPI,Yes,churned,High,Medium,Churn Risk,861,21.25,Medium Risk
246759,65,Female,Pune,7,3524,240,241,16,0.66,2,0.33,UPI,No,stayed,Low,High,Active,103,34.29,Medium Risk
246760,38,Male,Chennai,94,930,26,247,36,0.85,24,0.59,COD,No,stayed,Low,High,Dormant,3362,0.28,Medium Risk
246761,68,Male,Kolkata,10,4458,64,14,99,0.74,26,0.83,NetBanking,No,stayed,Low,Low,Churn Risk,697,6.4,High Risk
246762,45,Male,Pune,9,5392,226,146,248,0.57,4,0.49,COD,Yes,churned,Medium,Medium,Churn Risk,215,25.11,Medium Risk
246763,34,Female,Mumbai,13,10684,381,51,2,0.08,17,0.22,UPI,No,stayed,Medium,Low,Highly Active,365,29.31,Low Risk
246764,35,Male,Bangalore,114,3582,374,178,160,0.41,1,0.2,COD,No,stayed,Low,Medium,Churn Risk,1092,3.28,Medium Risk
246765,28,Male,Kolkata,55,1266,162,117,160,0.48,5,0.06,Card,No,stayed,Low,Medium,Churn Risk,430,2.95,Medium Risk
246766,63,Female,Mumbai,82,782,374,241,325,0.91,0,0.93,NetBanking,No,stayed,Low,High,Churn Risk,171,4.56,Medium Risk
246767,61,Male,Kolkata,98,18492,326,215,305,0.14,18,0.44,COD,No,stayed,High,High,Churn Risk,5559,3.33,Medium Risk
246768,42,Male,Pune,32,14482,233,232,212,0.68,0,0.97,UPI,No,stayed,Medium,High,Churn Risk,1989,7.28,Medium Risk
246769,47,Female,Delhi,86,3608,191,138,175,0.92,10,0.81,UPI,No,stayed,Low,Medium,Churn Risk,1625,2.22,Medium Risk
246770,69,Male,Hyderabad,41,2439,26,149,192,0.87,24,0.94,UPI,No,stayed,Low,Medium,Churn Risk,3846,0.63,Medium Risk
246771,42,Female,Delhi,102,3852,280,152,338,0.65,22,0.69,UPI,No,stayed,Low,Medium,Churn Risk,1403,2.75,Medium Risk
246772,24,Male,Mumbai,52,528,394,187,148,0.57,10,0.62,UPI,No,stayed,Low,High,Churn Risk,70,7.58,Medium Risk
246773,66,Male,Hyderabad,17,7271,371,89,119,0.95,14,0.81,UPI,Yes,churned,Medium,Medium,Churn Risk,333,21.82,Medium Risk
246774,54,Male,Bangalore,45,3440,12,92,254,0.33,23,0.91,Card,No,stayed,Low,Medium,Churn Risk,12900,0.27,Medium Risk
246775,63,Female,Delhi,31,3808,20,237,42,0.33,22,0.41,Card,No,stayed,Low,High,Dormant,5902,0.65,Medium Risk
246776,44,Male,Kolkata,12,13091,153,212,250,0.72,0,0.33,UPI,Yes,churned,Medium,High,Churn Risk,1027,12.75,Medium Risk
246777,43,Male,Delhi,19,10439,100,57,68,0.27,13,0.49,UPI,No,stayed,Medium,Low,Dormant,1983,5.26,Medium Risk
246778,30,Female,Hyderabad,22,5251,236,299,16,0.76,15,0.73,Card,No,stayed,Medium,High,Active,490,10.73,Medium Risk
246779,41,Female,Chennai,36,6570,218,105,187,0.55,20,0.11,UPI,Yes,churned,Medium,Medium,Churn Risk,1085,6.06,Medium Risk
246780,29,Male,Chennai,60,4168,198,254,342,0.23,0,0.61,NetBanking,No,stayed,Low,High,Churn Risk,1263,3.3,Medium Risk
246782,26,Female,Kolkata,112,6205,63,298,209,0.39,27,0.19,UPI,No,stayed,Medium,High,Churn Risk,11031,0.56,Medium Risk
246783,48,Female,Kolkata,22,1186,314,87,130,0.91,16,0.68,UPI,Yes,churned,Low,Medium,Churn Risk,83,14.27,Medium Risk
246784,21,Male,Hyderabad,47,11703,369,286,210,0.85,14,0.34,COD,Yes,churned,Medium,High,Churn Risk,1491,7.85,Medium Risk
246785,36,Female,Pune,38,11135,102,191,171,0.77,14,0.23,COD,No,stayed,Medium,High,Churn Risk,4148,2.68,Medium Risk
246786,18,Male,Bangalore,35,16874,319,74,146,0.05,10,0.39,Card,No,stayed,High,Low,Churn Risk,1851,9.11,Medium Risk
246787,46,Male,Pune,32,16725,376,67,182,0.56,24,0.65,UPI,Yes,churned,High,Low,Churn Risk,1423,11.75,Medium Risk
246788,62,Female,Chennai,8,510,143,66,185,0.82,19,0.02,Card,Yes,churned,Low,Low,Churn Risk,29,17.88,Medium Risk
246789,23,Male,Bangalore,48,3051,137,51,249,0.88,6,0.23,NetBanking,Yes,churned,Low,Low,Churn Risk,1069,2.85,Medium Risk
246790,18,Male,Kolkata,19,14467,171,134,332,0.3,5,0.6,Card,Yes,churned,Medium,Medium,Churn Risk,1607,9,Medium Risk
246791,42,Male,Kolkata,117,8649,113,87,203,0.46,9,0.12,COD,No,stayed,Medium,Medium,Churn Risk,8955,0.97,Medium Risk
246792,44,Female,Mumbai,43,3561,78,118,49,0.59,2,0.82,COD,Yes,churned,Low,Medium,Dormant,1963,1.81,Medium Risk
246793,39,Female,Hyderabad,90,9666,318,120,222,0.6,10,0.87,Card,No,stayed,Medium,Medium,Churn Risk,2736,3.53,Medium Risk
246794,34,Male,Mumbai,72,7231,57,243,54,0.5,17,0.27,UPI,No,stayed,Medium,High,Dormant,9134,0.79,Medium Risk
246795,46,Female,Delhi,21,8011,321,67,274,0.72,15,0.52,NetBanking,No,stayed,Medium,Low,Churn Risk,524,15.29,Medium Risk
246796,20,Male,Hyderabad,37,12291,326,89,358,0.09,3,0.2,Card,No,stayed,Medium,Medium,Churn Risk,1395,8.81,Medium Risk
246797,34,Female,Pune,25,2019,218,122,309,0.86,11,0.4,COD,Yes,churned,Low,Medium,Churn Risk,232,8.72,Medium Risk
246798,19,Male,Bangalore,14,6051,53,216,5,0.95,14,0.26,UPI,No,stayed,Medium,High,Highly Active,1598,3.79,Medium Risk
246799,49,Female,Mumbai,62,12010,38,24,72,0.94,13,0.21,COD,Yes,churned,Medium,Low,Dormant,19595,0.61,High Risk
246801,56,Female,Chennai,71,16477,93,272,90,0.47,29,0.98,NetBanking,No,stayed,High,High,Dormant,12579,1.31,Medium Risk
246802,50,Male,Pune,44,1665,221,210,148,0.85,20,0.56,UPI,No,stayed,Low,High,Churn Risk,331,5.02,Medium Risk
246803,39,Female,Bangalore,75,12139,304,142,27,0.19,1,0.9,COD,No,stayed,Medium,Medium,Active,2995,4.05,Medium Risk
246804,64,Male,Chennai,77,11952,393,267,338,0.91,23,0.23,Card,Yes,churned,Medium,High,Churn Risk,2342,5.1,Medium Risk
246805,21,Male,Mumbai,49,8070,225,39,33,0.1,15,0.2,NetBanking,No,stayed,Medium,Low,Dormant,1757,4.59,Medium Risk
246806,55,Male,Delhi,112,14297,42,217,194,0.54,24,0.49,COD,No,stayed,Medium,High,Churn Risk,38125,0.38,Medium Risk
246807,30,Male,Pune,110,16555,49,128,191,0.63,12,0.63,UPI,Yes,churned,High,Medium,Churn Risk,37164,0.45,Medium Risk
246808,40,Female,Pune,14,7502,53,290,56,0.19,14,0.86,Card,No,stayed,Medium,High,Dormant,1982,3.79,Medium Risk
246809,30,Female,Pune,54,5036,202,70,310,0.99,9,0.37,COD,Yes,churned,Medium,Low,Churn Risk,1346,3.74,Medium Risk
246810,37,Male,Mumbai,15,19577,397,166,254,0.88,7,0.07,Card,Yes,churned,High,Medium,Churn Risk,740,26.47,Medium Risk
246811,50,Male,Mumbai,49,6700,210,104,20,0.37,20,0.08,UPI,No,stayed,Medium,Medium,Active,1563,4.29,Medium Risk
246812,51,Female,Kolkata,67,9997,65,163,148,0.54,10,0.11,UPI,No,stayed,Medium,Medium,Churn Risk,10305,0.97,Medium Risk
246813,55,Female,Mumbai,96,16281,365,40,333,0.8,11,0.56,UPI,Yes,churned,High,Low,Churn Risk,4282,3.8,Medium Risk
246814,46,Male,Chennai,32,1871,283,167,109,0.94,23,0.09,NetBanking,Yes,churned,Low,Medium,Churn Risk,212,8.84,Medium Risk
246815,49,Female,Delhi,7,3632,123,182,19,0.74,17,0.68,UPI,Yes,churned,Low,High,Active,207,17.57,Medium Risk
246816,28,Female,Mumbai,31,18120,110,32,186,0.48,3,0.86,UPI,Yes,churned,High,Low,Churn Risk,5107,3.55,Medium Risk
246817,35,Female,Chennai,51,17802,177,100,141,0.67,1,0.91,NetBanking,No,stayed,High,Medium,Churn Risk,5129,3.47,Medium Risk
246818,62,Male,Chennai,13,1141,203,6,114,0.5,12,0.71,COD,Yes,churned,Low,Low,Churn Risk,73,15.62,Medium Risk
246819,38,Male,Delhi,92,15755,361,97,219,0.22,7,0.66,COD,No,stayed,High,Medium,Churn Risk,4015,3.92,Medium Risk
246820,29,Male,Bangalore,31,18751,39,131,258,0.64,25,0.01,NetBanking,Yes,churned,High,Medium,Churn Risk,14905,1.26,Medium Risk
246821,69,Female,Pune,86,6916,145,176,337,0.89,1,0.73,Card,No,stayed,Medium,Medium,Churn Risk,4102,1.69,Medium Risk
246822,56,Male,Bangalore,93,8235,216,288,145,0.24,9,0.04,Card,No,stayed,Medium,High,Churn Risk,3546,2.32,Medium Risk
246823,37,Female,Bangalore,86,8803,318,220,210,0.53,18,0.72,Card,No,stayed,Medium,High,Churn Risk,2381,3.7,Medium Risk
246824,24,Female,Pune,97,11379,246,65,115,0.47,5,0.18,NetBanking,Yes,churned,Medium,Low,Churn Risk,4487,2.54,Medium Risk
246825,44,Male,Bangalore,95,12823,297,242,184,0.97,26,0.05,UPI,No,stayed,Medium,High,Churn Risk,4102,3.13,Medium Risk
246826,24,Female,Bangalore,13,17346,119,52,225,0.4,4,0.79,NetBanking,Yes,churned,High,Low,Churn Risk,1895,9.15,Medium Risk
246827,19,Male,Delhi,113,3481,216,38,66,0.87,3,0.84,UPI,No,stayed,Low,Low,Dormant,1821,1.91,Medium Risk
246828,60,Female,Chennai,80,19385,304,203,126,0.41,27,0.34,Card,Yes,churned,High,High,Churn Risk,5101,3.8,Medium Risk
246829,50,Male,Kolkata,37,5448,159,166,93,0.88,29,0.29,NetBanking,Yes,churned,Medium,Medium,Churn Risk,1268,4.3,Medium Risk
246830,38,Male,Delhi,74,4398,274,223,24,0.7,23,0.07,COD,No,stayed,Low,High,Active,1188,3.7,Medium Risk
246831,46,Female,Hyderabad,67,19491,61,103,110,0.14,14,0.27,UPI,No,stayed,High,Medium,Churn Risk,21408,0.91,Medium Risk
246832,49,Male,Chennai,18,17543,229,175,208,0.61,16,0.53,NetBanking,Yes,churned,High,Medium,Churn Risk,1379,12.72,Medium Risk
246833,62,Male,Bangalore,8,12850,263,218,133,0.38,17,0.8,Card,No,stayed,Medium,High,Churn Risk,391,32.88,Medium Risk
246834,29,Female,Kolkata,119,11588,188,163,31,0.3,0,0.47,Card,No,stayed,Medium,Medium,Dormant,7335,1.58,Medium Risk
246835,30,Male,Chennai,40,893,345,140,215,0.02,11,0.15,NetBanking,No,stayed,Low,Medium,Churn Risk,104,8.63,Medium Risk
246836,56,Male,Delhi,6,3664,339,161,276,0.25,0,0.65,UPI,No,stayed,Low,Medium,Churn Risk,65,56.5,Medium Risk
246837,61,Male,Bangalore,76,17982,316,263,340,0.36,12,0.38,COD,No,stayed,High,High,Churn Risk,4325,4.16,Medium Risk
246838,66,Male,Kolkata,62,7665,41,223,71,0,3,0.09,COD,No,stayed,Medium,High,Dormant,11591,0.66,Medium Risk
246839,57,Female,Hyderabad,88,11203,113,232,347,0.86,11,0.35,COD,Yes,churned,Medium,High,Churn Risk,8724,1.28,Medium Risk
246840,20,Male,Chennai,116,10971,154,30,284,0.42,24,0.92,UPI,No,stayed,Medium,Low,Churn Risk,8264,1.33,Medium Risk
246841,56,Male,Hyderabad,9,9955,183,24,261,0.54,11,0.48,COD,No,stayed,Medium,Low,Churn Risk,490,20.33,Medium Risk
246842,68,Male,Hyderabad,94,11815,244,8,112,0.59,14,0.1,Card,No,stayed,Medium,Low,Churn Risk,4552,2.6,Medium Risk
246843,69,Male,Bangalore,117,16542,194,13,289,0.38,6,0.18,COD,No,stayed,High,Low,Churn Risk,9976,1.66,Medium Risk
246844,25,Female,Pune,115,6612,120,6,206,0.02,21,0.14,UPI,Yes,churned,Medium,Low,Churn Risk,6337,1.04,Medium Risk
246845,63,Female,Delhi,83,18763,60,122,123,0.06,29,0.48,NetBanking,Yes,churned,High,Medium,Churn Risk,25955,0.72,Medium Risk
246846,63,Male,Hyderabad,116,4595,79,266,216,1,5,0.41,UPI,No,stayed,Low,High,Churn Risk,6747,0.68,Medium Risk
246847,19,Male,Pune,73,14935,50,268,39,0.03,15,0.28,NetBanking,No,stayed,Medium,High,Dormant,21805,0.68,Medium Risk
246848,23,Female,Hyderabad,11,3727,281,94,291,0.27,23,0.91,COD,Yes,churned,Low,Medium,Churn Risk,146,25.55,Medium Risk
246849,65,Female,Chennai,115,15294,114,212,205,0.99,18,0.44,NetBanking,No,stayed,High,High,Churn Risk,15428,0.99,Medium Risk
246850,58,Male,Kolkata,91,19966,99,17,163,0.21,1,0.44,Card,No,stayed,High,Low,Churn Risk,18353,1.09,Medium Risk
246851,32,Male,Chennai,91,3537,193,174,67,0.72,14,0.27,UPI,No,stayed,Low,Medium,Dormant,1668,2.12,Medium Risk
246853,64,Female,Bangalore,101,14097,71,152,231,0.81,9,0.73,UPI,Yes,churned,Medium,Medium,Churn Risk,20053,0.7,Medium Risk
246854,29,Female,Mumbai,7,2007,206,46,109,0.76,3,0.66,UPI,No,stayed,Low,Low,Churn Risk,68,29.43,Medium Risk
246855,58,Female,Mumbai,15,18495,140,206,59,0.16,20,0.47,UPI,No,stayed,High,High,Dormant,1982,9.33,Medium Risk
246856,65,Male,Hyderabad,110,1661,87,167,332,0.49,5,1,Card,Yes,churned,Low,Medium,Churn Risk,2100,0.79,Medium Risk
246857,49,Female,Chennai,99,4264,94,93,19,0.34,15,0.24,COD,No,stayed,Low,Medium,Active,4491,0.95,Medium Risk
246859,69,Male,Pune,87,6195,186,133,54,0.61,14,0.16,Card,No,stayed,Medium,Medium,Dormant,2898,2.14,Medium Risk
246860,44,Male,Bangalore,4,19011,223,90,105,0.42,16,0.39,Card,Yes,churned,High,Medium,Churn Risk,341,55.75,Medium Risk
246861,64,Male,Bangalore,3,8533,295,158,176,0.2,17,0.74,COD,No,stayed,Medium,Medium,Churn Risk,87,98.33,Medium Risk
246862,30,Male,Chennai,46,1315,145,126,181,0.15,6,0.63,Card,No,stayed,Low,Medium,Churn Risk,417,3.15,Medium Risk
246863,40,Male,Hyderabad,84,13898,24,73,152,0.5,17,0.26,COD,Yes,churned,Medium,Low,Churn Risk,48643,0.29,Medium Risk
246864,27,Female,Bangalore,119,1541,91,262,163,0.92,28,0.28,Card,No,stayed,Low,High,Churn Risk,2015,0.76,Medium Risk
246865,31,Female,Chennai,16,801,247,10,195,0.35,14,0.24,COD,Yes,churned,Low,Low,Churn Risk,52,15.44,Medium Risk
246866,20,Female,Chennai,55,19972,313,60,14,0.68,27,0.37,UPI,No,stayed,High,Low,Active,3509,5.69,Medium Risk
246867,29,Male,Delhi,2,15114,265,80,297,0.17,9,0.48,NetBanking,Yes,churned,High,Medium,Churn Risk,114,132.5,Medium Risk
246868,42,Male,Mumbai,16,3612,166,213,322,0,10,0.23,UPI,Yes,churned,Low,High,Churn Risk,348,10.38,Medium Risk
246869,18,Male,Mumbai,104,12903,60,109,67,0.12,24,0.08,Card,No,stayed,Medium,Medium,Dormant,22365,0.58,Medium Risk
246870,49,Male,Pune,31,9412,281,162,306,0.15,11,0.5,NetBanking,No,stayed,Medium,Medium,Churn Risk,1038,9.06,Medium Risk
246871,41,Female,Hyderabad,66,4405,368,141,10,0.53,1,0.9,NetBanking,No,stayed,Low,Medium,Active,790,5.58,Medium Risk
246872,65,Male,Bangalore,103,5220,254,195,13,0.34,9,0.4,UPI,Yes,churned,Medium,High,Active,2117,2.47,Low Risk
246873,59,Female,Mumbai,59,1136,228,250,153,0.85,26,0.87,UPI,Yes,churned,Low,High,Churn Risk,294,3.86,Medium Risk
246874,26,Female,Kolkata,86,13119,4,52,256,0.24,2,0.23,COD,No,stayed,Medium,Low,Churn Risk,282059,0.05,Medium Risk
246875,67,Female,Delhi,93,5702,125,160,235,0.1,10,0.65,Card,No,stayed,Medium,Medium,Churn Risk,4242,1.34,Medium Risk
246876,18,Male,Hyderabad,55,2652,41,201,193,0.52,2,0.01,Card,Yes,churned,Low,High,Churn Risk,3558,0.75,Medium Risk
246877,59,Female,Bangalore,74,7735,194,108,71,0.71,5,0.44,Card,No,stayed,Medium,Medium,Dormant,2950,2.62,Medium Risk
246878,56,Female,Delhi,42,11122,359,103,339,0.56,15,0.65,Card,Yes,churned,Medium,Medium,Churn Risk,1301,8.55,Medium Risk
246879,27,Male,Pune,89,6624,66,262,265,0.43,23,0.12,UPI,Yes,churned,Medium,High,Churn Risk,8932,0.74,Medium Risk
246880,61,Male,Mumbai,56,19209,40,209,173,0.45,2,0.36,Card,No,stayed,High,High,Churn Risk,26893,0.71,Medium Risk
246881,60,Female,Kolkata,54,14952,14,176,258,0,2,0.47,UPI,Yes,churned,Medium,Medium,Churn Risk,57672,0.26,Medium Risk
246882,58,Female,Bangalore,118,15649,118,149,82,0.47,12,0.06,Card,No,stayed,High,Medium,Dormant,15649,1,Medium Risk
246883,47,Female,Pune,112,4579,247,40,361,0.78,27,0.39,Card,Yes,churned,Low,Low,Churn Risk,2076,2.21,Medium Risk
246884,22,Female,Delhi,47,11389,134,67,282,0.67,5,0.67,NetBanking,No,stayed,Medium,Low,Churn Risk,3995,2.85,Medium Risk
246885,21,Male,Chennai,45,2810,168,153,140,0.9,5,0.69,COD,Yes,churned,Low,Medium,Churn Risk,753,3.73,Medium Risk
246886,69,Male,Delhi,94,17318,307,117,225,0.91,26,0.57,UPI,Yes,churned,High,Medium,Churn Risk,5303,3.27,Medium Risk
246887,62,Male,Mumbai,112,6209,161,298,99,0.93,6,0.24,Card,No,stayed,Medium,High,Churn Risk,4319,1.44,Medium Risk
246888,25,Male,Pune,60,14368,106,236,246,0.21,22,0.61,COD,No,stayed,Medium,High,Churn Risk,8133,1.77,Medium Risk
246889,33,Male,Chennai,65,4145,85,110,196,0.44,1,0.09,COD,Yes,churned,Low,Medium,Churn Risk,3170,1.31,Medium Risk
246890,18,Male,Delhi,2,3146,65,11,71,0.76,21,0.65,UPI,No,stayed,Low,Low,Dormant,97,32.5,High Risk
246891,66,Male,Pune,22,7631,50,108,304,0.54,28,0.01,NetBanking,No,stayed,Medium,Medium,Churn Risk,3358,2.27,Medium Risk
246892,32,Female,Hyderabad,48,2785,157,159,11,0.3,1,0.48,Card,No,stayed,Low,Medium,Active,851,3.27,Low Risk
246893,41,Female,Pune,10,13212,329,268,253,0.25,5,0.62,Card,No,stayed,Medium,High,Churn Risk,402,32.9,Medium Risk
246894,32,Male,Pune,23,3893,387,104,139,0.95,6,0.64,Card,Yes,churned,Low,Medium,Churn Risk,231,16.83,Medium Risk
246896,23,Female,Bangalore,84,2635,359,153,24,0.31,4,0.97,UPI,No,stayed,Low,Medium,Active,617,4.27,Medium Risk
246897,19,Male,Mumbai,99,19317,159,69,161,0.84,26,0.27,UPI,No,stayed,High,Low,Churn Risk,12028,1.61,Medium Risk
246898,22,Female,Kolkata,55,7860,299,154,329,0.9,7,0.42,NetBanking,Yes,churned,Medium,Medium,Churn Risk,1446,5.44,Medium Risk
246899,68,Male,Kolkata,4,19881,197,298,232,0.2,6,0.45,COD,No,stayed,High,High,Churn Risk,404,49.25,Medium Risk
246900,56,Male,Pune,108,11755,230,257,257,0.59,16,0.13,NetBanking,Yes,churned,Medium,High,Churn Risk,5520,2.13,Medium Risk
246901,58,Male,Bangalore,64,960,165,209,217,0.62,5,0.33,NetBanking,No,stayed,Low,High,Churn Risk,372,2.58,Medium Risk
246902,51,Female,Chennai,119,2662,231,189,240,0.25,16,0.95,COD,No,stayed,Low,High,Churn Risk,1371,1.94,Medium Risk
246903,56,Male,Bangalore,104,15710,148,299,207,0.95,20,0.77,NetBanking,Yes,churned,High,High,Churn Risk,11039,1.42,Medium Risk
246904,49,Female,Bangalore,99,14386,87,38,219,0.68,26,0.36,COD,No,stayed,Medium,Low,Churn Risk,16370,0.88,Medium Risk
246905,46,Female,Kolkata,52,10181,364,235,68,0.09,27,0.81,NetBanking,Yes,churned,Medium,High,Dormant,1454,7,Medium Risk
246906,46,Female,Bangalore,112,3182,308,215,243,0.29,13,0.54,COD,No,stayed,Low,High,Churn Risk,1157,2.75,Medium Risk
246907,41,Female,Chennai,50,16969,343,14,150,0.19,14,0.84,Card,No,stayed,High,Low,Churn Risk,2474,6.86,Medium Risk
246908,63,Male,Bangalore,104,10240,10,173,64,0.94,3,0.98,Card,Yes,churned,Medium,Medium,Dormant,106496,0.1,Medium Risk
246909,48,Female,Delhi,118,7453,370,136,274,0.12,3,0.78,Card,No,stayed,Medium,Medium,Churn Risk,2377,3.14,Medium Risk
246910,41,Female,Bangalore,113,14026,120,23,2,0.51,22,0.01,Card,No,stayed,Medium,Low,Highly Active,13208,1.06,Medium Risk
246911,32,Female,Mumbai,60,3470,248,217,232,1,18,0.5,NetBanking,No,stayed,Low,High,Churn Risk,840,4.13,Medium Risk
246912,29,Male,Pune,18,18090,109,144,245,0.2,6,0.53,COD,No,stayed,High,Medium,Churn Risk,2987,6.06,Medium Risk
246913,37,Female,Delhi,53,3092,60,66,297,0.66,22,1,Card,Yes,churned,Low,Low,Churn Risk,2731,1.13,Medium Risk
246914,21,Female,Kolkata,58,18403,267,252,332,0.21,9,0.09,UPI,Yes,churned,High,High,Churn Risk,3998,4.6,Medium Risk
246915,30,Female,Chennai,29,19490,371,255,354,0.81,28,0.8,NetBanking,Yes,churned,High,High,Churn Risk,1523,12.79,Medium Risk
246916,58,Female,Pune,25,18093,12,51,117,0.28,11,0.65,Card,No,stayed,High,Low,Churn Risk,37694,0.48,Medium Risk
246917,61,Female,Hyderabad,22,7101,125,237,299,0.61,16,0.59,Card,Yes,churned,Medium,High,Churn Risk,1250,5.68,Medium Risk
246919,58,Male,Pune,103,10980,304,113,249,0.75,29,0.43,NetBanking,Yes,churned,Medium,Medium,Churn Risk,3720,2.95,Medium Risk
246920,40,Male,Hyderabad,31,7282,15,161,99,0.36,28,0.3,Card,No,stayed,Medium,Medium,Churn Risk,15049,0.48,Medium Risk
246921,24,Male,Kolkata,23,10460,167,140,322,0.37,26,0.76,UPI,Yes,churned,Medium,Medium,Churn Risk,1441,7.26,Medium Risk
246922,29,Male,Mumbai,105,14940,327,53,3,0.26,8,0.69,Card,No,stayed,Medium,Low,Highly Active,4797,3.11,Low Risk
246923,65,Female,Kolkata,23,19253,389,61,22,0.33,13,0.6,COD,Yes,churned,High,Low,Active,1138,16.91,Medium Risk
246924,32,Female,Pune,77,7925,327,25,92,0.35,15,0.07,NetBanking,Yes,churned,Medium,Low,Churn Risk,1866,4.25,Medium Risk
246925,24,Male,Kolkata,119,714,227,230,236,0.89,0,0.28,COD,No,stayed,Low,High,Churn Risk,374,1.91,Medium Risk
246926,25,Female,Bangalore,96,9608,16,261,362,0.3,28,0.21,COD,Yes,churned,Medium,High,Churn Risk,57648,0.17,Medium Risk
246927,24,Male,Bangalore,40,13323,120,179,242,0.96,20,0.11,NetBanking,Yes,churned,Medium,Medium,Churn Risk,4441,3,Medium Risk
246928,60,Female,Chennai,89,3204,213,15,337,0.91,2,0.64,Card,No,stayed,Low,Low,Churn Risk,1339,2.39,High Risk
246929,21,Female,Pune,73,11022,362,290,149,0.67,6,0.12,UPI,Yes,churned,Medium,High,Churn Risk,2223,4.96,Medium Risk
246930,67,Male,Delhi,56,14764,35,115,83,0.8,16,0.31,NetBanking,No,stayed,Medium,Medium,Dormant,23622,0.63,Medium Risk
246931,68,Female,Pune,39,16305,17,235,99,0.19,25,0.02,NetBanking,Yes,churned,High,High,Churn Risk,37406,0.44,Medium Risk
246932,24,Male,Delhi,43,12501,282,19,317,0.01,6,0.23,Card,No,stayed,Medium,Low,Churn Risk,1906,6.56,Medium Risk
246933,62,Female,Hyderabad,105,18808,294,225,273,0.02,3,0.24,COD,No,stayed,High,High,Churn Risk,6717,2.8,Medium Risk
246934,58,Female,Chennai,84,1700,312,137,170,0.3,19,0.59,NetBanking,No,stayed,Low,Medium,Churn Risk,458,3.71,Medium Risk
246935,47,Male,Bangalore,24,6494,301,157,56,0.42,23,0.07,UPI,Yes,churned,Medium,Medium,Dormant,518,12.54,Medium Risk
246936,35,Male,Hyderabad,80,9709,21,53,152,0.2,11,0.2,Card,No,stayed,Medium,Low,Churn Risk,36987,0.26,Medium Risk
246937,47,Male,Kolkata,117,16597,52,242,3,0.46,12,0.19,NetBanking,No,stayed,High,High,Highly Active,37343,0.44,Medium Risk
246939,69,Female,Delhi,112,9746,328,175,237,0.2,0,0.87,UPI,No,stayed,Medium,Medium,Churn Risk,3328,2.93,Medium Risk
246940,65,Female,Hyderabad,56,9025,122,90,173,0.76,28,0.02,COD,Yes,churned,Medium,Medium,Churn Risk,4143,2.18,Medium Risk
246941,40,Female,Pune,105,18114,79,262,182,0.59,22,0.07,Card,No,stayed,High,High,Churn Risk,24076,0.75,Medium Risk
246942,54,Male,Kolkata,113,18683,87,57,15,0.89,4,0.76,COD,Yes,churned,High,Low,Active,24266,0.77,Medium Risk
246943,24,Male,Hyderabad,119,3364,124,85,123,0.7,22,0.2,COD,Yes,churned,Low,Medium,Churn Risk,3228,1.04,Medium Risk
